client_name,note,created,products
Fernanda,,2024-02-08,"Frango assado no forno (x1), Baião (x1), Macarrão (x1), Salada verde (x1)"
nathanaelbryan,,2024-02-08,"Bife acebolado (x1), Baião (x1), Farofa (x1), Feijão (x1), Salada verde (x1)"
Duda,,2024-02-08,"Frango assado no forno (x1), Arroz a grega (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Beto,,2024-02-08,"Bife acebolado (x1), Arroz a grega (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Marciela,Ótimo dia,2024-02-08,"Frango assado no forno (x1), Baião (x1), Farofa (x1), Salada verde (x1)"
francivaldo4334,,2024-02-08,"Bife acebolado (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Eric,,2024-02-08,"Frango assado no forno (x1), Arroz branco (x1), Macarrão (x1), Salada verde (x1)"
gabriel,"Por favor, se a salada tiver repolho, não enviar. ",2024-02-08,"Bife acebolado (x1), Arroz branco (x1), Macarrão (x1), Salada verde (x1)"
Fernanda,,2024-02-07,"Assado de Panela (x1), Feijoada (x1), Arroz branco (x1), Macarrão (x1), Salada verde (x1)"
Marciela,Ótimo dia! ,2024-02-07,"Porco assado na panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Salada verde (x1)"
capitaobarbie,,2024-02-07,"Porco assado na panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Duda,,2024-02-07,"Porco assado na panela (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
francivaldo4334,,2024-02-07,"Carneiro ao molho (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Beto,,2024-02-07,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
gabriel,,2024-02-07,"Assado de Panela (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Eric,,2024-02-07,"Feijoada (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Beto,,2024-02-06,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1)"
capitaobarbie,,2024-02-06,"Peixe Frito (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Salada verde (x1)"
Duda,"por favor, menos arroz e mais salada. ",2024-02-06,"Cozidão (x1), Arroz branco (x1), Salada verde (x1)"
francivaldo4334,,2024-02-06,"Galinha ao molho (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Salada verde (x1)"
Eric,,2024-02-06,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Salada verde (x1)"
nathanaelbryan,,2024-02-06,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Salada verde (x1)"
Fernanda,,2024-02-06,"Cozidão (x1), Arroz branco (x1), Feijão (x1), Salada verde (x1)"
gabriel,,2024-02-06,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Salada verde (x1)"
Marciela,ótimo dia!! Por favor me envie a farofa no saquinho ( ontem nao veio farofa),2024-02-06,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Salada verde (x1)"
Fernanda,,2024-02-05,"Frango assado no forno (x1), Arroz branco (x1), Feijão (x1), Salada verde (x1)"
gabriel,,2024-02-05,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Salada verde (x1)"
danilo,,2024-02-05,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Feijão (x1)"
capitaobarbie,,2024-02-05,"Galinha ao molho (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Salada verde (x1)"
Marciela,"Ótima e abençoada semana !! Por gentileza coloque a farofa no saquinho, muito obrigado!!",2024-02-05,"Galinha ao molho (x1), Arroz branco (x1), Farofa (x1), Salada verde (x1)"
Eric,,2024-02-05,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Salada verde (x1)"
Duda,"Sem arroz, por favor. Se puder, colocar mais salada. ",2024-02-05,"Frango assado no forno (x1), Farofa (x1), Feijão (x1), Salada verde (x1)"
igor,,2024-02-05,"Bife ao molho (x1), Arroz branco (x1), Farofa (x1), Feijão (x1)"
nathanaelbryan,,2024-02-05,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Salada verde (x1)"
francivaldo4334,,2024-02-05,"Bife ao molho (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Salada verde (x1)"
Beto,,2024-02-05,"Bife ao molho (x1), Arroz branco (x1), Farofa (x1), Feijão (x1)"
nathanaelbryan,,2024-02-02,"Churrasco misto (x1), Completo (x1)"
luishenriquebrasil,,2024-02-02,"Churrasco misto (x1), Completo (x1)"
Marciela,ótimo dia!! Por favor coloque a farofa no saquinho!! de ja agradeço,2024-02-02,"Churrasco misto (x1), Completo (x1)"
francivaldo4334,,2024-02-02,"Churrasco misto (x1), Arroz branco (x1), Completo (x1), Farofa (x1), Feijão (x1), Salada verde (x1)"
Beto,,2024-02-02,"Churrasco misto (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Vinagrete (x1)"
Eric,,2024-02-02,"Churrasco misto (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Salada verde (x1), Vinagrete (x1)"
Duda,"SEM ARROZ, POR FAVOR. ",2024-02-02,"Churrasco misto (x1), Farofa (x1), Feijão (x1), Salada verde (x1), Vinagrete (x1)"
Fernanda,,2024-02-02,"Churrasco misto (x1), Arroz branco (x1), Salada verde (x1), Vinagrete (x1)"
gabriel,,2024-02-02,"Churrasco misto (x1), Arroz branco (x1), Farofa (x1), Salada verde (x1), Vinagrete (x1)"
Beto,,2024-02-01,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
guiyugi,,2024-02-01,"Lasanha de frango (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Capitaobarbie,,2024-02-01,"Galinha ao molho pardo (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Maria Isabel (x1), Salada verde (x1)"
francivaldo4334,,2024-02-01,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Maria Isabel (x1), Salada verde (x1)"
danilo,,2024-02-01,"Frango assado no forno (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Maria Isabel (x1), Salada verde (x1)"
Duda,"Se puder trocar o feijão por feijoada, por favor.",2024-02-01,"Frango assado no forno (x1), Feijão (x1), Macarrão (x1), Maria Isabel (x1), Salada verde (x1)"
Fernanda,,2024-02-01,"Feijoada (x1), Frango assado no forno (x1), Arroz branco (x1), Macarrão (x1), Salada verde (x1)"
gabriel,,2024-02-01,"Frango assado no forno (x1), Farofa (x1), Macarrão (x1), Maria Isabel (x1), Salada verde (x1)"
Marciela,ótimo dia!! Gostaria de pedir a farofa no saquinho e um limao se for possível! De já agradecida,2024-02-01,"Frango assado no forno (x1), Farofa (x1), Feijão (x1), Maria Isabel (x1), Salada verde (x1)"
Eric,,2024-02-01,"Lasanha de frango (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
nathanaelbryan,,2024-02-01,"Frango assado no forno (x1), Farofa (x1), Feijão (x1), Maria Isabel (x1), Salada verde (x1)"
nathanaelbryan,,2024-01-31,"Cozidão (x1), Arroz branco (x1), Feijão (x1), Salada verde (x1)"
Marciela,Ótimo dia!!,2024-01-31,"Lasanha de carne (x1), Arroz branco (x1), Feijão (x1), Salada verde (x1)"
Fernanda,,2024-01-31,"Cozidão (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Duda,"Colocar pouco arroz e mais salada, por favor.",2024-01-31,"Cozidão (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
gabriel,"Por favor, não colocar feijão.",2024-01-31,"Cozidão (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
francivaldo4334,,2024-01-31,"Lasanha de carne (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Beto,,2024-01-31,"Lasanha de carne (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1)"
Eric,,2024-01-31,"Lasanha de frango (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
gabriel,,2024-01-30,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
francivaldo4334,,2024-01-30,"Fígado acebolado (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Eric,,2024-01-30,"Frango assado no forno (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Beto,,2024-01-30,"Strogonoff de carne (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1)"
Marciela,Otimo dia!! Gostaria de pedir farofa no saquinho. De ja agradeço,2024-01-30,"Porco assado na panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Salada verde (x1)"
Duda,"Por favor, colocar pouco arroz e mais salada. ",2024-01-30,"Porco assado na panela (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
nathanaelbryan,,2024-01-30,"Strogonoff de carne (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Salada verde (x1)"
Fernanda,,2024-01-30,"Frango assado no forno (x1), Arroz branco (x1), Feijão (x1), Salada verde (x1)"
Duda,,2024-01-29,"Bife ao molho (x1), Baião (x1), Macarrão (x1), Salada verde (x1)"
nathanaelbryan,,2024-01-29,"Assado de Panela (x1), Baião (x1), Farofa (x1), Feijão (x1), Salada verde (x1)"
Eric,,2024-01-29,"Assado de Panela (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Marciela,Ótima e abençoada semana!!,2024-01-29,"Bife ao molho (x1), Baião (x1), Salada verde (x1)"
Fernanda,,2024-01-29,"Galinha ao molho (x1), Arroz branco (x1), Feijão (x1), Salada verde (x1)"
francivaldo4334,,2024-01-29,"Bife ao molho (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Beto,,2024-01-29,"Bife ao molho (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1)"
gabriel,,2024-01-29,"Bife ao molho (x1), Arroz branco (x1), Macarrão (x1), Salada verde (x1)"
Beto,,2024-01-26,"Churrasco misto (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Vinagrete (x1)"
Eric,,2024-01-26,"Churrasco misto (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1), Vinagrete (x1)"
Marciela,Ótima sexta!! Por favor coloque a farofa no saquinho e não esqueçam do vinagrete. O meu sempre vem sem ele kkkkkk,2024-01-26,"Churrasco misto (x1), Baião (x1), Farofa (x1), Feijão (x1), Salada verde (x1), Vinagrete (x1)"
francivaldo4334,,2024-01-26,"Churrasco misto (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
nathanaelbryan,,2024-01-26,"Churrasco misto (x1), Baião (x1), Farofa (x1), Feijão (x1), Salada verde (x1), Vinagrete (x1)"
Fernanda,,2024-01-26,"Churrasco misto (x1), Arroz branco (x1), Feijão (x1), Salada verde (x1), Vinagrete (x1)"
gabriel,,2024-01-26,"Churrasco misto (x1), Completo (x1)"
Beto,,2024-01-25,"Strogonoff de frango (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1)"
Duda,"Por favor, colocar caldo do strogonoff. 😻",2024-01-25,"Strogonoff de frango (x1), Baião (x1), Macarrão (x1), Salada verde (x1)"
Marciela,Feliz dia!! Se possível me envie um limão!! Grata,2024-01-25,"Lasanha de carne (x1), Baião (x1), Salada verde (x1)"
dariobcalcada,"Sem arroz, por favor
Muita LUZ!",2024-01-25,"Lasanha de carne (x1), Lasanha de frango (x1), Farofa (x1), Macarrão (x1)"
Fernanda,,2024-01-25,"Lasanha de frango (x1), Arroz branco (x1), Salada verde (x1)"
Eric,,2024-01-25,"Lasanha de frango (x1), Baião (x1), Feijão (x1), Salada verde (x1)"
francivaldo4334,,2024-01-25,"Lasanha de carne (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
nathanaelbryan,,2024-01-25,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Salada verde (x1)"
gabriel,,2024-01-25,"Assado de Panela (x1), Baião (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
francivaldo4334,,2024-01-24,"Bife acebolado (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Fernanda,,2024-01-24,"Frango assado no forno (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
nathanaelbryan,,2024-01-24,"Bife acebolado (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Salada verde (x1)"
Duda,"Por favor, menos arroz e mais feijao com caldo. Obrigada 🙏",2024-01-24,"Frango assado no forno (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Eric,,2024-01-24,"Frango assado no forno (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Beto,,2024-01-24,"Bife acebolado (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1)"
Marciela,"Otimo dia!! Seria possível enviar a farofa no saquinho, de já agradeço!",2024-01-24,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Salada verde (x1)"
gabriel,,2024-01-24,"Bife ao molho (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
gabriel,,2024-01-23,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Marciela,Ótimo e abençoado dia!! Seria possível enviar um limão e a farofa no saco? De já agradeço!!,2024-01-23,"Peixe Frito (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Salada verde (x1)"
Eric,,2024-01-23,"Assado de Panela (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Fernanda,,2024-01-23,"Assado de Panela (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
francivaldo4334,,2024-01-23,"Galinha ao molho (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Duda,,2024-01-23,"Peixe Frito (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Beto,,2024-01-23,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1)"
gabriel,,2024-01-22,"Picadinho de carne (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Eric,,2024-01-22,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Duda,,2024-01-22,"Cozidão (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Fernanda,,2024-01-22,"Picadinho de carne (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
francivaldo4334,,2024-01-22,"Picadinho de carne (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Beto,,2024-01-22,"Picadinho de carne (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1)"
Marciela,Ótima semana!! Por favor me envie a farofa no saquinho,2024-01-22,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Salada verde (x1)"
Eric,,2024-01-19,"Churrasco misto (x1), Baião (x1), Farofa (x1), Macarrão (x1), Salada verde (x1), Vinagrete (x1)"
francivaldo4334,,2024-01-19,"Churrasco misto (x1), Completo (x1), Macarrão (x1), Salada verde (x1)"
Beto,,2024-01-19,"Churrasco misto (x1), Baião (x1), Farofa (x1), Macarrão (x1), Vinagrete (x1)"
Duda,Sem farofa por favor.,2024-01-19,"Churrasco misto (x1), Completo (x1)"
nathanaelbryan,,2024-01-19,"Churrasco misto (x1), Baião (x1), Farofa (x1), Salada verde (x1), Vinagrete (x1)"
Fernanda,,2024-01-19,"Churrasco misto (x1), Completo (x1)"
gabriel,,2024-01-19,"Churrasco misto (x1), Completo (x1)"
Eric,,2024-01-18,"Frango assado no forno (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Duda,"Se puder, por favor trocar o feijão por feijoada ",2024-01-18,"Frango assado no forno (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Fernanda,,2024-01-18,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
francivaldo4334,,2024-01-18,"Picadinho de carne (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Vitoria,"sem macarrão, sem salada",2024-01-18,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Feijão (x1)"
Beto,sem salada,2024-01-18,"Picadinho de carne (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1)"
gabriel,,2024-01-18,"Picadinho de carne (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Vitoria,"sem feijão, sem farofa",2024-01-17,"Frango ao molho (x1), Arroz branco (x1), Macarrão (x1), Salada verde (x1)"
francivaldo4334,,2024-01-17,"Porco assado na panela (x1), Arroz branco (x1), Feijão preto (x1), Macarrão (x1), Salada verde (x1)"
nathanaelbryan,,2024-01-17,"Porco assado na panela (x1), Arroz branco (x1), Farofa (x1), Feijão preto (x1), Salada verde (x1)"
Marciela,Ótimo dia!! Seria possivel me enviar um limao e a farofa no saco? De ja agradeço!!,2024-01-17,"Cozidão (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Duda,,2024-01-17,"Porco assado na panela (x1), Arroz branco (x1), Feijão preto (x1), Macarrão (x1), Salada verde (x1)"
Eric,,2024-01-17,"Cozidão (x1), Arroz branco (x1), Farofa (x1), Feijão preto (x1), Macarrão (x1), Salada verde (x1)"
Fernanda,,2024-01-17,"Frango ao molho (x1), Arroz branco (x1), Farofa (x1), Feijão preto (x1), Macarrão (x1), Salada verde (x1)"
Beto,Sem salada.,2024-01-17,"Frango ao molho (x1), Arroz branco (x1), Feijão preto (x1), Macarrão (x1)"
gabriel,Não colocar quiabo e colocar abóbora!,2024-01-17,"Cozidão (x1), Arroz branco (x1), Macarrão (x1), Salada verde (x1)"
gabriel,,2024-01-16,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
nathanaelbryan,,2024-01-16,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Salada verde (x1)"
francivaldo4334,,2024-01-16,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Salada verde (x1)"
Fernanda,,2024-01-16,"Frango assado no forno (x1), Farofa (x1), Salada verde (x1)"
Beto,Sem salada.,2024-01-16,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1)"
Duda,,2024-01-16,"Frango assado no forno (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Marciela,Ótimo dia!!,2024-01-16,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Salada verde (x1)"
Eric,,2024-01-16,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Vitoria,"sem macarrão, sem salada verde",2024-01-16,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Feijão (x1)"
nathanaelbryan,,2024-01-15,"Assado de Panela (x1), Farofa (x1), Feijão (x1), Maria Isabel (x1), Salada verde (x1)"
Duda,,2024-01-15,"Assado de Panela (x1), Feijão (x1), Macarrão (x1), Maria Isabel (x1), Salada verde (x1)"
Fernanda,,2024-01-15,"Bife ao molho (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Salada verde (x1)"
francivaldo4334,,2024-01-15,"Frango ao molho (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Beto,,2024-01-15,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Eric,,2024-01-15,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
gabriel,,2024-01-15,"Assado de Panela (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Maria Isabel (x1), Salada verde (x1)"
Marciela,Ótima semana 🙏,2024-01-15,"Assado de Panela (x1), Maria Isabel (x1), Salada verde (x1)"
gabriel,,2024-01-12,"Bife ao molho (x1), Baião (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Marciela,Otimo dia 🧿🙏,2024-01-12,"Lasanha de carne (x1), Baião (x1), Feijão preto (x1), Salada verde (x1)"
francivaldo4334,,2024-01-12,"Lasanha de carne (x1), Arroz branco (x1), Feijão preto (x1), Macarrão (x1)"
Beto,,2024-01-12,"Bife ao molho (x1), Arroz branco (x1), Farofa (x1), Feijão preto (x1), Macarrão (x1)"
Leo,,2024-01-12,"Lasanha de frango (x1), Arroz branco (x1), Farofa (x1), Feijão preto (x1)"
Duda,,2024-01-12,"Lasanha de carne (x1), Baião (x1), Feijão preto (x1), Macarrão (x1), Salada verde (x1)"
marcos,,2024-01-12,"Lasanha de carne (x1), Lasanha de frango (x1), Arroz branco (x1), Farofa (x1)"
matheus_tech_,,2024-01-12,"Lasanha de frango (x1), Baião (x1), Macarrão (x1), Salada verde (x1)"
Sadja,,2024-01-12,"Bife ao molho (x1), Arroz branco (x1), Farofa (x1), Feijão preto (x1), Salada verde (x1)"
